"title","share_title","share_description","content"
"自我关怀","自我关怀","有时候，我们会花很大的精力在和别人的关系上，却忽视了和自己的关系。但恰恰我们与自我的关系是一切关系的基础，它决定了你与周围的人以及这个世界的关系。  ","有时候，我们会花很大的精力在和别人的关系上，却忽视了和自己的关系。但恰恰我们与自我的关系是一切关系的基础，它决定了你与周围的人以及这个世界的关系。  "
"爱的疗愈力","爱的疗愈力","有时候，我们会花很大的精力在和别人的关系上，却忽视了和自己的关系。但恰恰我们与自我的关系是一切关系的基础，它决定了你与周围的人以及这个世界的关系。  ","有时候，我们会花很大的精力在和别人的关系上，却忽视了和自己的关系。但恰恰我们与自我的关系是一切关系的基础，它决定了你与周围的人以及这个世界的关系。  "
"接纳真实的自己","接纳真实的自己","有时候，我们会花很大的精力在和别人的关系上，却忽视了和自己的关系。但恰恰我们与自我的关系是一切关系的基础，它决定了你与周围的人以及这个世界的关系。  ","有时候，我们会花很大的精力在和别人的关系上，却忽视了和自己的关系。但恰恰我们与自我的关系是一切关系的基础，它决定了你与周围的人以及这个世界的关系。  "
"改变","改变","有时候，我们会花很大的精力在和别人的关系上，却忽视了和自己的关系。但恰恰我们与自我的关系是一切关系的基础，它决定了你与周围的人以及这个世界的关系。  ","有时候，我们会花很大的精力在和别人的关系上，却忽视了和自己的关系。但恰恰我们与自我的关系是一切关系的基础，它决定了你与周围的人以及这个世界的关系。  "
"学会独处","学会独处","有时候，我们会花很大的精力在和别人的关系上，却忽视了和自己的关系。但恰恰我们与自我的关系是一切关系的基础，它决定了你与周围的人以及这个世界的关系。  ","有时候，我们会花很大的精力在和别人的关系上，却忽视了和自己的关系。但恰恰我们与自我的关系是一切关系的基础，它决定了你与周围的人以及这个世界的关系。  "
"视角与观点","视角与观点","带着同理和同情心与他人建立连接，从而自知知人，自爱爱他。","带着同理和同情心与他人建立连接，从而自知知人，自爱爱他。"
"自动化反应的按钮","自动化反应的按钮","带着同理和同情心与他人建立连接，从而自知知人，自爱爱他。","带着同理和同情心与他人建立连接，从而自知知人，自爱爱他。"
"与人建立连接","与人建立连接","带着同理和同情心与他人建立连接，从而自知知人，自爱爱他。","带着同理和同情心与他人建立连接，从而自知知人，自爱爱他。"
"天生的同理心","天生的同理心","带着同理和同情心与他人建立连接，从而自知知人，自爱爱他。","带着同理和同情心与他人建立连接，从而自知知人，自爱爱他。"
"评判的阻碍","评判的阻碍","带着同理和同情心与他人建立连接，从而自知知人，自爱爱他。","带着同理和同情心与他人建立连接，从而自知知人，自爱爱他。"
"爱满自溢","爱满自溢","带着同理和同情心与他人建立连接，从而自知知人，自爱爱他。","带着同理和同情心与他人建立连接，从而自知知人，自爱爱他。"
"退后一步","退后一步","带着同理和同情心与他人建立连接，从而自知知人，自爱爱他。","带着同理和同情心与他人建立连接，从而自知知人，自爱爱他。"
"我们与环境的关系","我们与环境的关系","探索如何通过冥想练习扩展我们内心的联系，你将会学习并体验到当我们与周围的人以及这个世界建立更多联系的时候，会体验到一种归属感，也会给我们带来更多的幸福感。","探索如何通过冥想练习扩展我们内心的联系，你将会学习并体验到当我们与周围的人以及这个世界建立更多联系的时候，会体验到一种归属感，也会给我们带来更多的幸福感。"
"自知知人","自知知人","探索如何通过冥想练习扩展我们内心的联系，你将会学习并体验到当我们与周围的人以及这个世界建立更多联系的时候，会体验到一种归属感，也会给我们带来更多的幸福感。","探索如何通过冥想练习扩展我们内心的联系，你将会学习并体验到当我们与周围的人以及这个世界建立更多联系的时候，会体验到一种归属感，也会给我们带来更多的幸福感。"
"感受能量","感受能量","探索如何通过冥想练习扩展我们内心的联系，你将会学习并体验到当我们与周围的人以及这个世界建立更多联系的时候，会体验到一种归属感，也会给我们带来更多的幸福感。","探索如何通过冥想练习扩展我们内心的联系，你将会学习并体验到当我们与周围的人以及这个世界建立更多联系的时候，会体验到一种归属感，也会给我们带来更多的幸福感。"
"能量的吸引力","能量的吸引力","探索如何通过冥想练习扩展我们内心的联系，你将会学习并体验到当我们与周围的人以及这个世界建立更多联系的时候，会体验到一种归属感，也会给我们带来更多的幸福感。","探索如何通过冥想练习扩展我们内心的联系，你将会学习并体验到当我们与周围的人以及这个世界建立更多联系的时候，会体验到一种归属感，也会给我们带来更多的幸福感。"
"与真实的自己连接","与真实的自己连接","探索如何通过冥想练习扩展我们内心的联系，你将会学习并体验到当我们与周围的人以及这个世界建立更多联系的时候，会体验到一种归属感，也会给我们带来更多的幸福感。","探索如何通过冥想练习扩展我们内心的联系，你将会学习并体验到当我们与周围的人以及这个世界建立更多联系的时候，会体验到一种归属感，也会给我们带来更多的幸福感。"
"内在的生命力","内在的生命力","探索如何通过冥想练习扩展我们内心的联系，你将会学习并体验到当我们与周围的人以及这个世界建立更多联系的时候，会体验到一种归属感，也会给我们带来更多的幸福感。","探索如何通过冥想练习扩展我们内心的联系，你将会学习并体验到当我们与周围的人以及这个世界建立更多联系的时候，会体验到一种归属感，也会给我们带来更多的幸福感。"
"纯粹的觉知","纯粹的觉知","探索如何通过冥想练习扩展我们内心的联系，你将会学习并体验到当我们与周围的人以及这个世界建立更多联系的时候，会体验到一种归属感，也会给我们带来更多的幸福感。","探索如何通过冥想练习扩展我们内心的联系，你将会学习并体验到当我们与周围的人以及这个世界建立更多联系的时候，会体验到一种归属感，也会给我们带来更多的幸福感。"
"暂停的空间","暂停的空间","探索如何通过冥想练习扩展我们内心的联系，你将会学习并体验到当我们与周围的人以及这个世界建立更多联系的时候，会体验到一种归属感，也会给我们带来更多的幸福感。","探索如何通过冥想练习扩展我们内心的联系，你将会学习并体验到当我们与周围的人以及这个世界建立更多联系的时候，会体验到一种归属感，也会给我们带来更多的幸福感。"
"一生的功课","一生的功课","过去的已经过去，未来还未到来，我们拥有的只有现在，你不必从大处着手，每个当下都是我们练习的最佳机会。","过去的已经过去，未来还未到来，我们拥有的只有现在，你不必从大处着手，每个当下都是我们练习的最佳机会。"
"正念父母心","正念父母心|阅读经典","正念大师乔恩·卡巴金老师的经典之作，一本真正同时关照孩子和父母的成长书","养育孩子也是在重新养育自己。或者，如果你不是父母，也可以尝试做自己理想的父母，去拥抱自己，照顾自己，爱自己。让我们一起跟随瑞鹏走进这本书吧，相信会给你一些触动、滋养或者启发。"
"睡前减轻焦虑冥想","缓解焦虑·睡前冥想","晚上冥想10分钟，放松紧绷、缓解不安、平复焦虑。睡的好，才能以饱满的状态迎接新的一天。邀请你和我一起练习~","当你躺在床上，大脑不断浮现各种让你焦虑不安的事情时，就使用这个练习，来帮助你放松紧绷的身心、缓解不安、平复焦虑，安然入睡。"
"ASMR 沉浸式助眠音","ASMR 沉浸式助眠音","最舒服的大脑按摩音，快速放松神经，困了就睡吧！","ASMR (Autonomous Sensory Meridian Response)，中文译名“自发性知觉经络反应”，是一个用于描述感知现象的新词，其特征是：对视觉、听觉、触觉、嗅觉或者感知上的刺激而使人在颅内、头皮、背部或身体其他范围内产生一种独特的、令人愉悦的刺激感。 

ASMR触发时会激活额叶、边缘系统等情绪相关脑区，调节神经系统功能，促进多巴胺分泌，改善个体的情绪状态。大多数ASMR体验者认为，ASMR具有催眠和安定功能，有助于改善睡眠。

现在，邀请你戴上耳机，打开感官，体验柔和的催眠触发音，闭上眼睛，尽情享受大脑按摩吧。"
"30天正念晨修营（第九期）","30天正念晨修营（第九期）","30天直播面对面，开启冥想新生活","这是一个彻底脱胎换骨的蜕变，影响你一生
这是一次转换你大脑思维方式，重塑新习惯的智慧选择
从无意识到有意识的改变，从浑噩茫然到清醒觉醒"
"姐姐的轻语放松","姐姐的轻语放松","沉浸式超温柔轻语哄睡，治愈一切压力、焦躁与睡不着","嘿，我是你的场景体验引导人。

卸下现实生活的疲惫，今天，我会带你重回少年。

准备好体验姐姐的轻语放松了吗？

---“跟我还客气什么，快躺好吧！”"
"睡前慈心冥想","睡前慈心冥想","帮助你净化身心，重获内在安宁，甜蜜入眠","很多时候我们躺在床上辗转反侧难以入睡，脑海中的思绪似乎不受控制，念头一个接一个地冒出，好像永不停止。

这是一个对睡眠十分有帮助的睡前慈心冥想，能让我们在爱的包围下，缓缓进入安稳的睡眠。以接纳的心允许爱意善意的流入，在爱的滋养之下，我们的心也会变得柔软起来。

如果你能够每天睡前坚持做慈心练习，你会变得更加温暖有爱，面对人事物，更加豁达。

现在，带着这份爱和祝福，安然入梦吧。"
"愿望树","愿望树","我们看待世界的方式会影响我们现实生活","我们看待世界的方式会影响我们现实生活"
"无条件的给予","无条件的给予","今天一起探寻如何践行无条件地给予","今天一起探寻如何践行无条件地给予"
"一只鸟接着一只鸟","一只鸟接着一只鸟","今天我们将探索如何应对巨大的压力","今天我们将探索如何应对巨大的压力"
"应对拖延四步法","应对拖延四步法","如何应对拖延症","如何应对拖延症"
"音乐会","音乐会","今天我们将探讨如何将声音当成正念练习的工具","今天我们将探讨如何将声音当成正念练习的工具"
"城市的能量","城市的能量","今天我们将通过钟声邀请自己回到当下","今天我们将通过钟声邀请自己回到当下"
"训练让注意力可用","训练让注意力可用","冥想能让我们的注意力更加锚定在当下，变得更加可用","冥想能让我们的注意力更加锚定在当下，变得更加可用"
"放下期待","放下期待","冥想时放下期待很重要。","冥想时放下期待很重要。"
"灯塔","灯塔","今天我们将探讨如何在不确定的时期找到稳定感","今天我们将探讨如何在不确定的时期找到稳定感"
"内在的批评","内在的批评","觉察内在批评的声音","觉察内在批评的声音"
"快速入眠脑波","快速入眠·脑波音乐","迅速放松，达到深度Delta脑波状态，助你一夜酣眠。邀请你和我一起收听~","现在，你可以迅速放松下来，像设计好的程序一般安稳的进入睡眠。只需戴上耳机，按下播放键就可以了。
你可能还没有觉察到这个脑波音乐已经起作用时，就已经到达了酣眠状态。自此漫漫长夜难以合眼将彻底成为过去！

关于收听：请尽量完整收听以达到最佳效果。

本音频由神奇脑波独家提供*"
"10天自我探索：唤醒内在智慧","10天自我探索：唤醒内在智慧","重建与身体、大脑和内心的亲密关系，遇见最智慧、最有力量的自己","欢迎踏上自我探索回归内心的旅程！在接下来10天的时间里我们将带着爱与自己的身体、头脑、内心和灵魂建立亲密关系，学会放下恐惧与不安，层层打开，探索自己的内心世界，逐渐发现内在原本具足的一切，最终遇见内在那个最智慧、最有力量的自己。"
"30天正念晨修营（第10期）","30天正念晨修营（第10期）","30天直播面对面，开启冥想新生活","这是一个彻底脱胎换骨的蜕变，影响你一生
这是一次转换你大脑思维方式，重塑新习惯的智慧选择
从无意识到有意识的改变，从浑噩茫然到清醒觉醒"
"温柔的情绪安抚","温柔的情绪安抚","温暖治愈的情绪安抚，在我心里，你真的很好。","当你压力很大，却找不到出口的时候
在你疲惫不堪，却依旧难以入睡的时候
在你不断陷入自我否定，自我怀疑的时候
让我来陪伴你，治愈你。
你知道吗？在我心里，你真的很好。"
"睡个美容觉","睡个美容觉","在深度滋养修复中甜蜜入睡，获得由内而外的美丽","这是一个让你带着愉悦入睡，帮助你提升睡眠质量

让你睡醒后容光焕发、元气满满的助眠冥想

你的身体和肌肤会在你的深度睡眠中得到修复和滋养

现在，请跟随引导，真正地睡个美容觉吧"
"面对愤怒如何保护自己","面对愤怒如何保护自己","面对愤怒如何保护自己","面对愤怒如何保护自己"
"情绪容器","情绪容器","情绪容器","情绪容器"
"情绪在身体里的感觉","情绪在身体里的感觉","情绪在身体里的感觉","情绪在身体里的感觉"
"通过呼吸自我关怀","通过呼吸自我关怀","通过呼吸自我关怀","通过呼吸自我关怀"
"用感恩建立连接","用感恩建立连接","用感恩建立连接","用感恩建立连接"
"照顾好自己","照顾好自己","照顾好自己","照顾好自己"
"罪恶感","罪恶感","罪恶感","罪恶感"
"8D夜雨纾压","8D夜雨纾压·脑波音乐","身临其境，深度放松身心，感受自然睡意。邀请你和我一起收听~","深度放松的8D深夜雨声，与环绕立体的双耳节拍，让你仿佛置身于清新柔和的自然世界，感受与疗愈力量的联结，从压力与得失中挣脱。深度放松身心，开拓想象视野，从更高维度塑造平和幸福的心态。

关于收听：建议佩戴耳机收听，以便能够更好地感受立体环绕的音频效果，以及身临其境的疗愈体验。请尽量完整收听以达到最佳效果。

本音频由神奇脑波独家提供*"
"快速摆脱焦虑冥想","快速摆脱焦虑冥想","当你感到焦虑时，这个练习可以帮助你快速摆脱焦虑，回到当下。","焦虑本身并不危险。这种情绪可能让人感到不舒服，但它本身不会对你造成伤害。观察伴随着焦虑而来的这些想法以及这些感受，也是绝对安全的。所以，试着让身体休息，允许自己去感受所有的感觉吧~"
"平息愤怒","平息愤怒","帮助你放松下来，释放愤怒情绪，恢复内在的平静和稳定。","这个冥想练习将帮助你放松下来，释放愤怒情绪，恢复内在的平静和稳定。"
"我很高兴我妈妈走了","我很高兴我妈妈走了","正念大师乔恩·卡巴金老师的经典之作，一本真正同时关照孩子和父母的成长书","本书作者 Jennette McCurdy。她曾是美国著名儿童演员，最出名的作品是：“iCarly”以及“Sam&Cat”。她6岁开始演戏，25岁时退出演艺圈。

如今，她以令人耳目一新的坦率和黑色幽默讲述自己在母亲手中坎坷复杂的成长经历，以及母亲去世后她如何重掌生活，活出自我的故事。

本书一经发行迅速飙升至在线畅销书排行榜榜首，而且在几家实体书店售罄。"
"假期冥想","学会放下，放松，全身心享受假期","学会放下，放松，全身心享受假期","致假期更忙碌的你，
很多时候我们人在度假的目的地，心却不在当下
这个冥想练习将帮助你彻底地放下，放松，
全身心地投入到悠闲美好的假期中。"
"睡前身体疗愈冥想","睡前身体疗愈冥想","这是一个简单且很有效的练习，它充满着疗愈的力量，它不仅可以帮助你放松身体和头脑，轻松入睡，缓解压力，也能让我们更加细腻地感受身体，与身体建立更亲密更有爱的关系。
每天练习，不仅能提升我们的能量状态，减轻疲劳和焦虑，我们的心境也会随之发生改变。","这是一个简单且很有效的练习，它充满着疗愈的力量，它不仅可以帮助你放松身体和头脑，轻松入睡，缓解压力，也能让我们更加细腻地感受身体，与身体建立更亲密更有爱的关系。
每天练习，不仅能提升我们的能量状态，减轻疲劳和焦虑，我们的心境也会随之发生改变。"
"睡前快速缓解焦虑","睡前快速缓解焦虑","晚上冥想10分钟，放松紧绷、缓解不安、平复焦虑。睡的好，才能以饱满的状态迎接新的一天。邀请你和我一起练习~","当你躺在床上，大脑不断浮现各种让你焦虑不安的事情时，就使用这个练习，来帮助你放松紧绷的身心、缓解不安、平复焦虑，安然入睡。"
"10分钟快速放松休息","10分钟快速放松休息","当一天进入尾声，让自己从白天的忙碌中回到休息状态，让心回归。好好放松之后，温柔地说声晚安吧。","当一天进入尾声，让自己从白天的忙碌中回到休息状态，让心回归。好好放松之后，温柔地说声晚安吧。"
"30天正念晨修营（第11期）","30天正念晨修营（第11期）","30天直播面对面，开启冥想新生活","这是一个彻底脱胎换骨的蜕变，影响你一生
这是一次转换你大脑思维方式，重塑新习惯的智慧选择
从无意识到有意识的改变，从浑噩茫然到清醒觉醒"
"拖延症解药","拖延症解药","子晨老师邀请你听好书-《拖延症解药》
-美国亚马逊畅销书作家扎哈里亚德斯，在书中为战胜拖延症提供了众多极其实用的方法，希望可以帮助到你！","此书还没有中文版，书名由子晨老师直译。
美国亚马逊畅销书作家扎哈里亚德斯，在书中为战胜拖延症提供了众多极其实用的方法，希望可以帮助到你！"
"10天停止过度思考","10天停止过度思考","停止焦虑，摆脱强迫思维和精神内耗","将未经训练的散乱的内心世界变得清净，简化和安宁，减少头脑中思绪不受控制的起伏和波动，停止强迫性思维、减轻焦虑和恐慌，不再精神内耗。

Day1回到当下，收回自己的力量
你不是你的想法，回到当下，切断和瓦解那些让你失去力量的想法

Day2跳出思绪，与身体深入连接
头脑过度活跃，会减弱与身体其他部分的连接。这个练习可以帮助你重新恢复身心的连接。

Day3正念呼吸：与神经系统沟通

呼吸始终在与你的自主神经系统交流,有意识地呼吸时，你就为自己打开了一扇通向更平静、更安宁的大门

Day4正念日记：清理思绪
思考本身并不是问题，困扰你的是你所想的内容，通过正念日记，倾听自己内心的声音，清理思绪

Day5等长呼吸: 直观的平衡
减缓呼吸节奏是一种长寿之道，今天的练习将带领你找到自己缓慢而平稳的呼吸节奏

Day6心神回归：唤醒全身意识
今天的冥想练习将会创造条件让你的心神回归，身心重新整合，感受并倾听内心的声音，最终重获力量

Day7交替呼吸：平衡左右脑
利用交替呼吸法，从压力、焦虑和过度思考转变为更有创造性、平静和治愈的状态

Day8瑜伽哲思：自我反省
将瑜伽哲思，深入践行，让它影响你、改变你，使自己真正受益

Day9唱诵冥想：从思绪中解脱
唱诵是一种不可思议的方式，它可以改变你头脑里循环的思绪或是思绪列车前进的方向

Day10总结：平静头脑，放松内心
培养与自己相处的新习惯、新模式和新方法，这就是最终的收获。"
"睡前快速缓解焦虑","睡前快速缓解焦虑","晚上冥想10分钟，放松紧绷、缓解不安、平复焦虑。睡的好，才能以饱满的状态迎接新的一天。邀请你和我一起练习~","当你躺在床上，大脑不断浮现各种让你焦虑不安的事情时，就使用这个练习，来帮助你放松紧绷的身心、缓解不安、平复焦虑，安然入睡。"
"情绪断舍离挑战赛",1,1,1
"30天正念晨修营（第12期）","30天正念晨修营（第12期）","30天直播面对面，开启冥想新生活","这是一个彻底脱胎换骨的蜕变，影响你一生
这是一次转换你大脑思维方式，重塑新习惯的智慧选择
从无意识到有意识的改变，从浑噩茫然到清醒觉醒"
"能量修复深睡眠","能量修复深睡眠","积极自我肯定，深度催眠，清理负能量，消除限制性信念，深度疗愈安眠","如果你也在睡前感到焦虑、不安，或是陷入自我怀疑，精神内耗中
那么请跟随引导，进入到一个深度放松状态，运用积极的自我肯定，将各种积极能量输送到你的潜意识中。在深睡眠中，进行一次能量修复吧！

*建议佩戴耳机收听，每天练习，你将会创造奇迹！"
"甜蜜深睡眠冥想","甜蜜深睡眠冥想","快速进入高品质深睡眠状态，逐步恢复滋养身心","这个练习帮助你深度放松，快速进入高品质深睡眠状态，并逐步恢复与滋养你的身心。你也可以在半夜醒来时练习，帮助你重新进入甜蜜梦乡~"
"呼吸减压放松操纯练版","呼吸减压放松操纯练版","这是一套简单快速有效的呼吸减压放松操","这是一套简单且快速有效的呼吸减压放松操，做这个练习时你可以采取任何姿势。
注意力集中在呼吸上，跟着引导练习，感受呼吸带来的平静和放松。
如果其中的呼吸方式对你来说很适合，你可以随时反复练习，愿平静和放松常伴你左右。"
"呼吸减压放松操完整版","呼吸减压放松操完整版","这是一套简单快速有效的呼吸减压放松操","这是一套简单且快速有效的呼吸减压放松操，做这个练习时你可以采取任何姿势。
注意力集中在呼吸上，跟着引导练习，感受呼吸带来的平静和放松。
如果其中的呼吸方式对你来说很适合，你可以随时反复练习，愿平静和放松常伴你左右。"
"家长指南","家长指南","本书提供了一种非常实用且具有开创性的育儿解决方案，帮助父母实现对孩子最深切的渴望","本书原名叫《The Parenting Map》，是今年的新书，还没有中文版。我们把它翻译为《父母指南》。由子晨分享给大家。

每个父母都有能力养育出快乐、健康、情感丰富的孩子。著名的临床心理学家 Shefali博士为父母提供了一种非常实用和具有开创性的育儿解决方案，帮助父母实现对孩子最深切的渴望。这本循序渐进地为家长提供养育指南，让我们能够看到孩子是谁，以及他们能成为谁，并对他们做出回应。孩子也将会在真实表达自我的过程中变得更加有能力、更健康、更快乐。这是一本基于启发性案例、以解决方案为导向的指南，相信每个父母都需要这一本书！"
"睡前快速缓解焦虑","睡前快速缓解焦虑","晚上冥想10分钟，放松紧绷、缓解不安、平复焦虑。睡的好，才能以饱满的状态迎接新的一天。邀请你和我一起练习~","当你躺在床上，大脑不断浮现各种让你焦虑不安的事情时，就使用这个练习，来帮助你放松紧绷的身心、缓解不安、平复焦虑，安然入睡。"
"速效助眠放松术","速效助眠放松术","神奇古老的速效休息法，深度解压放松，实现超量元气复活","这是一个神奇古老的助眠冥想，有极佳的助眠功效，非常适合压力大、入睡困难以及失眠人群。
这也是美国海军采用的速效休息法，练习20分钟相当于深睡2小时。
帮助你最大程度地放松身心，重新获得精力充沛的自己。

*注意：请勿在开车时听此音频哦~"
"30天正念晨修营（第13期）","30天正念晨修营（第13期）","30天直播面对面，开启冥想新生活","这是一个彻底脱胎换骨的蜕变，影响你一生
这是一次转换你大脑思维方式，重塑新习惯的智慧选择
从无意识到有意识的改变，从浑噩茫然到清醒觉醒"
"5分钟全身放松","5分钟全身放松","这是一种古老而有效的冥想技巧，通过倾听和觉察身体的各个部位，与身体建立连接，快速缓解身体中压力和紧绷。","这是一种古老而有效的冥想技巧，通过倾听和觉察身体的各个部位，与身体建立连接，快速缓解身体中压力和紧绷。"
"安定身心的螺旋舞","安定身心的螺旋舞","这个舞动练习能让我们身心同步，快速获得安定和放松。","这个舞动练习能让我们身心同步，快速获得安定和放松。"
"快速缓解焦虑","快速缓解焦虑","通过科学的深呼吸练习，有效放松神经系统","通过科学的深呼吸练习，有效放松神经系统"
"平静烦躁与不安","快速缓解焦虑","联结身体、呼吸和大脑，让你在风暴中稳定下来","这个练习通过联结身体、呼吸和大脑，让你在风暴中稳定下来"
"释放焦虑5步法","释放焦虑5步法","这个技术能帮助你在焦虑或紧张的时候，调动五感与当下连接，从焦虑思绪中解脱出来","这个技术能帮助你在焦虑或紧张的时候，调动五感与当下连接，从焦虑思绪中解脱出来"
"快速释放压力紧绷","快速释放压力紧绷","通过晃动身体，释放压力，恢复镇定，清晰和平衡","晃动身体，释放压力，恢复镇定，清晰和平衡"
"紧张急救呼吸法","紧张急救呼吸法","平稳规律的呼吸模式，平衡神经系统，放松身心","平稳规律的呼吸模式，平衡神经系统，放松身心"
"高效休息放松术","高效休息放松术","用简便的方法来快速获得放松和休息","平稳规律的呼吸模式，平衡神经系统，放松身心"
"克服急躁","克服急躁","急躁时，静下来，有意识地回应","急躁时，静下来，有意识地回应"
"稳定散乱的心","稳定散乱的心","练习像山一样稳定","练习像山一样稳定"
"当焦虑来临时","当焦虑来临时","带着觉知与焦虑在一起，接纳，放松","带着觉知与焦虑在一起，接纳，放松"
"连接身体，回到当下","连接身体，回到当下","感受身体的存在，将心带回当下","感受身体的存在，将心带回当下"
"有效应对思虑过度","有效应对思虑过度","退后一步，与思绪保持距离，静观","退后一步，与思绪保持距离，静观"
"1分钟重启身心","1分钟重启身心","暂停1分钟，重启身心，重新获得清晰与放松","暂停1分钟，重启身心，重新获得清晰与放松"
"1分钟平静","1分钟平静","1分钟让自己平静下来","1分钟让自己平静下来"
"优化你的大脑","优化你的大脑","顶级神经科学家教你优化自己的大脑，从而增强记忆力、提升能量和活力","在《优化你的大脑》一书中，著名神经科学家克里斯汀·威勒米尔博士揭示了如何通过简单易行地改变你的生活方式来改变你的大脑。 她将临床经验与革命性科学相结合，教你如何更好地照顾你的大脑，以及如何提高记忆力、增加能量和活力，从而创造健康的生活。"
"荷塘月色","荷塘月色","今晚，我们将去月色下的荷塘边散散步，感受一种久违的宁静","今晚，我们将去月色下的荷塘边散散步，感受一种久违的宁静
请闭上双眼，让身心从白天的忙碌喧嚣转为此刻的平静安宁
在这满月的光里，安心入睡吧。"
"睡前美好祝愿","睡前美好祝愿","美好的祝愿，伴你进入甜蜜梦乡","在一天的尾声，让我们带着美好的意愿为自己以及今天遇到的人送出美好的祝愿。
每晚睡前给自己和他人送出美好的祝愿，你将会拥有无限的能量。
你会发现，你周遭一切的人事物的磁场开始变得顺心如意......"
"30天正念晨修营（第14期）","30天正念晨修营（第14期）","30天直播面对面，开启冥想新生活","这是一个彻底脱胎换骨的蜕变，影响你一生
这是一次转换你大脑思维方式，重塑新习惯的智慧选择
从无意识到有意识的改变，从浑噩茫然到清醒觉醒"
"古典雅事集","带你走进古诗里的意境，沉浸式体验古人的闲情雅致","带你走进古诗里的意境，沉浸式体验古人的闲情雅致","国风白噪音，沉浸式氛围，体验古人的慢节奏生活，享受片刻清净

客宿雪夜听折戏       
【风雪/马蹄/隔墙听戏/柴火燃烧】

闲敲棋子落灯花	
【夜晚/烛火/下棋对弈声】

卧听松风拂古琴	
【雨打芭蕉/微风/零散、轻柔古琴声】

且将新火试新茶	
【柴火燃烧/茶具碰撞/秋风树叶/倒茶/研磨/饮茶】

山寺钟鸣昼已昏	
【游船/水鸟/远处寺庙钟声/风吹树叶】"
"人生下半场指南","人生下半场指南","哈佛大学教授Arthur Brooks教你如何在人生的下半场，活的更加幸福、有目标、有成就感","作者Arthur Brooks是知名作家和哈佛商学院教授，他在哈佛教授的幸福课是学校最受欢迎的课程之一，每学期都有几百名学生在等待名单上。
从现在开始，我们能做些什么，让我们的人生的下半场，活的更加幸福、有目标、有成就感？"
"30天正念生活实修营","30天正念生活实修营 | Now冥想","5节正念应用直播课  25节系统练习课   30天社群陪伴指导，让正念在你的生命中扎根。","这是一个彻底脱胎换骨的蜕变，影响你一生
这是一次转换你大脑思维方式，重塑新习惯的智慧选择
从无意识到有意识的改变，从浑噩茫然到清醒觉醒"
"30天减压放松","30天减压放松","启动身心的放松机制，培养健康的思维模式","长期的压力会带来：
身体症状：比如头痛，慢性疼痛或者严重的健康问题等。
心理症状：容易情绪化，愤怒，焦虑，抑郁等不舒服的情绪反应
此外，大脑也会出现强迫性思维，灾难性的负面思维等
本系列课程能帮助我们启动身心的放松机制，培养健康的思维模式，同时能提高专注，减少焦虑，获得更多放松和平静。
第一阶段：学会了随时利用呼吸，启动身体内置的放松反应机制，减少焦虑和强迫性负面思维。
第二阶段：与身体建立深度的连接，进行身体内部的按摩和放松，有效地缓解压力和紧绷。
第三阶段：多元化的场景视觉化想象，帮助我们回到自己，不论你身处何处或忙于何事，都能自信、充满力量地面对，拥有一种收放自如的能力。"
"我们为什么要睡觉","我们为什么要睡觉","《纽约时报》畅销书排行榜NO.1
比尔·盖茨盛赞推荐，称此书让他告别熬夜,开始好好睡觉。","《纽约时报》畅销书排行榜NO.1
比尔·盖茨盛赞推荐，称此书让他告别熬夜,开始好好睡觉。"
"晚间感恩生命","晚间感恩生命","开启积极能量，心怀感恩，舒心入睡。","安顿好身心，舒服地躺下。
在心里默念或者大声地重复这些感恩语，会让你更加有力量、心怀感恩地舒心入睡。
任凭一切来去，拥抱生命的无常。心怀感恩地过好生命中的每一天，你将散发着永恒的光芒。"
"KK测试--系列","tapping","轻敲冥想，减压","轻敲冥想"
"KK测试--单课","tapping","轻敲冥想，减压","轻敲冥想哈"
"一行禅师回答孩子们的问题","一行禅师回答孩子们的问题","一行禅师作为历史上最著名的正念冥想老师之一，面对孩子们常问的问题，他会给出什么样的答案呢？","在这本书里，一行禅师回答了各个年龄段孩子们发自内心的、困难的和有趣的问题。由子晨老师解读。 
这本书将帮助成年人在日常生活中为孩子播下正念的种子。
这本书对于有问题的孩子、寻求答案的成年人以及任何有自己问题的人来说，这是一个宝贵的“答案之书”。"
"KK测试--单课复制","tapping","轻敲冥想，减压","轻敲冥想"
"7天正念减压音频练习","7天正念减压音频练习","从疲惫、压力、内耗中脱离出来，身心纯粹地休息，提升心的力量。","这是一个回归冷静明晰的机会、一个反省的契机；一个让自己更敏锐、更专注的机会；一个不再受到自己或周遭人事物“情绪劫持”，重新找回主动权的机会。

你会发现：每一次的正念练习，就能创造一个神圣的空间，你可以在这里感受自己，整合自己，休息修复自己，然后更有力量地前行。"
